image,split,ih,iw,sh,sw,color,object,part,material,scene,texture
opensurfaces/66533.jpg,train,224,224,112,112,opensurfaces/66533_color.png,,,opensurfaces/66533_material.png,,
pascal/2010_004760.jpg,train,224,224,112,112,pascal/2010_004760_color.png,pascal/2010_004760_object.png,pascal/2010_004760_part.png,,,
ade20k/ADE_train_00018550.jpg,train,224,224,112,112,ade20k/ADE_train_00018550_color.png,ade20k/ADE_train_00018550_object.png,ade20k/ADE_train_00018550_part_1.png;ade20k/ADE_train_00018550_part_2.png,,59,
dtd/swirly_0087.jpg,train,224,224,112,112,dtd/swirly_0087_color.png,,,,,360
opensurfaces/8208.jpg,train,224,224,112,112,opensurfaces/8208_color.png,,,opensurfaces/8208_material.png,,
ade20k/ADE_train_00019640.jpg,train,224,224,112,112,ade20k/ADE_train_00019640_color.png,ade20k/ADE_train_00019640_object.png,ade20k/ADE_train_00019640_part_1.png,,410,
opensurfaces/97995.jpg,train,224,224,112,112,opensurfaces/97995_color.png,,,opensurfaces/97995_material.png,,
ade20k/ADE_train_00017062.jpg,train,224,224,112,112,ade20k/ADE_train_00017062_color.png,ade20k/ADE_train_00017062_object.png,ade20k/ADE_train_00017062_part_1.png;ade20k/ADE_train_00017062_part_2.png,,59,
ade20k/ADE_train_00001215.jpg,train,224,224,112,112,ade20k/ADE_train_00001215_color.png,ade20k/ADE_train_00001215_object.png,ade20k/ADE_train_00001215_part_1.png,,647,
opensurfaces/117998.jpg,train,224,224,112,112,opensurfaces/117998_color.png,,,opensurfaces/117998_material.png,,
ade20k/ADE_train_00011520.jpg,train,224,224,112,112,ade20k/ADE_train_00011520_color.png,ade20k/ADE_train_00011520_object.png,,,491,
opensurfaces/64733.jpg,train,224,224,112,112,opensurfaces/64733_color.png,,,opensurfaces/64733_material.png,,
dtd/spiralled_0033.jpg,train,224,224,112,112,dtd/spiralled_0033_color.png,,,,,359
ade20k/ADE_train_00015917.jpg,train,224,224,112,112,ade20k/ADE_train_00015917_color.png,ade20k/ADE_train_00015917_object.png,,,0,
ade20k/ADE_train_00007572.jpg,train,224,224,112,112,ade20k/ADE_train_00007572_color.png,ade20k/ADE_train_00007572_object.png,,,956,
dtd/honeycombed_0100.jpg,train,224,224,112,112,dtd/honeycombed_0100_color.png,,,,,378
dtd/spiralled_0112.jpg,train,224,224,112,112,dtd/spiralled_0112_color.png,,,,,359
dtd/perforated_0038.jpg,train,224,224,112,112,dtd/perforated_0038_color.png,,,,,334
pascal/2008_007004.jpg,train,224,224,112,112,pascal/2008_007004_color.png,pascal/2008_007004_object.png,pascal/2008_007004_part.png,,,
pascal/2010_000807.jpg,train,224,224,112,112,pascal/2010_000807_color.png,pascal/2010_000807_object.png,pascal/2010_000807_part.png,,,
ade20k/ADE_train_00008543.jpg,train,224,224,112,112,ade20k/ADE_train_00008543_color.png,ade20k/ADE_train_00008543_object.png,,,0,
opensurfaces/25565.jpg,train,224,224,112,112,opensurfaces/25565_color.png,,,opensurfaces/25565_material.png,,
opensurfaces/24902.jpg,train,224,224,112,112,opensurfaces/24902_color.png,,,opensurfaces/24902_material.png,,
ade20k/ADE_train_00012348.jpg,train,224,224,112,112,ade20k/ADE_train_00012348_color.png,ade20k/ADE_train_00012348_object.png,ade20k/ADE_train_00012348_part_1.png,,,
pascal/2008_002281.jpg,train,224,224,112,112,pascal/2008_002281_color.png,pascal/2008_002281_object.png,pascal/2008_002281_part.png,,,
dtd/scaly_0183.jpg,train,224,224,112,112,dtd/scaly_0183_color.png,,,,,373
ade20k/ADE_train_00005573.jpg,train,224,224,112,112,ade20k/ADE_train_00005573_color.png,ade20k/ADE_train_00005573_object.png,ade20k/ADE_train_00005573_part_1.png,,788,
opensurfaces/83219.jpg,train,224,224,112,112,opensurfaces/83219_color.png,,,opensurfaces/83219_material.png,,
pascal/2009_004227.jpg,train,224,224,112,112,pascal/2009_004227_color.png,pascal/2009_004227_object.png,pascal/2009_004227_part.png,,,
ade20k/ADE_train_00004131.jpg,train,224,224,112,112,ade20k/ADE_train_00004131_color.png,ade20k/ADE_train_00004131_object.png,ade20k/ADE_train_00004131_part_1.png,,83,
opensurfaces/114055.jpg,train,224,224,112,112,opensurfaces/114055_color.png,,,opensurfaces/114055_material.png,,
opensurfaces/34028.jpg,train,224,224,112,112,opensurfaces/34028_color.png,,,opensurfaces/34028_material.png,,
ade20k/ADE_train_00013280.jpg,train,224,224,112,112,ade20k/ADE_train_00013280_color.png,ade20k/ADE_train_00013280_object.png,,,,
ade20k/ADE_train_00001785.jpg,train,224,224,112,112,ade20k/ADE_train_00001785_color.png,ade20k/ADE_train_00001785_object.png,ade20k/ADE_train_00001785_part_1.png;ade20k/ADE_train_00001785_part_2.png,,424,
pascal/2008_008324.jpg,train,224,224,112,112,pascal/2008_008324_color.png,pascal/2008_008324_object.png,pascal/2008_008324_part.png,,,
pascal/2008_000204.jpg,train,224,224,112,112,pascal/2008_000204_color.png,pascal/2008_000204_object.png,pascal/2008_000204_part.png,,,
pascal/2008_004102.jpg,train,224,224,112,112,pascal/2008_004102_color.png,pascal/2008_004102_object.png,pascal/2008_004102_part.png,,,
pascal/2009_003528.jpg,train,224,224,112,112,pascal/2009_003528_color.png,pascal/2009_003528_object.png,pascal/2009_003528_part.png,,,
opensurfaces/102862.jpg,train,224,224,112,112,opensurfaces/102862_color.png,,,opensurfaces/102862_material.png,,
ade20k/ADE_train_00007855.jpg,train,224,224,112,112,ade20k/ADE_train_00007855_color.png,ade20k/ADE_train_00007855_object.png,,,1139,
ade20k/ADE_train_00017934.jpg,train,224,224,112,112,ade20k/ADE_train_00017934_color.png,ade20k/ADE_train_00017934_object.png,ade20k/ADE_train_00017934_part_1.png,,59,
opensurfaces/25240.jpg,train,224,224,112,112,opensurfaces/25240_color.png,,,opensurfaces/25240_material.png,,
pascal/2008_001500.jpg,train,224,224,112,112,pascal/2008_001500_color.png,pascal/2008_001500_object.png,pascal/2008_001500_part.png,,,
ade20k/ADE_train_00012260.jpg,train,224,224,112,112,ade20k/ADE_train_00012260_color.png,ade20k/ADE_train_00012260_object.png,ade20k/ADE_train_00012260_part_1.png,,1134,
opensurfaces/103976.jpg,train,224,224,112,112,opensurfaces/103976_color.png,,,opensurfaces/103976_material.png,,
ade20k/ADE_train_00017811.jpg,train,224,224,112,112,ade20k/ADE_train_00017811_color.png,ade20k/ADE_train_00017811_object.png,ade20k/ADE_train_00017811_part_1.png,,59,
opensurfaces/17906.jpg,train,224,224,112,112,opensurfaces/17906_color.png,,,opensurfaces/17906_material.png,,
opensurfaces/73527.jpg,train,224,224,112,112,opensurfaces/73527_color.png,,,opensurfaces/73527_material.png,,
ade20k/ADE_train_00015681.jpg,train,224,224,112,112,ade20k/ADE_train_00015681_color.png,ade20k/ADE_train_00015681_object.png,,,933,
ade20k/ADE_train_00018913.jpg,train,224,224,112,112,ade20k/ADE_train_00018913_color.png,ade20k/ADE_train_00018913_object.png,ade20k/ADE_train_00018913_part_1.png,,945,
ade20k/ADE_train_00003696.jpg,train,224,224,112,112,ade20k/ADE_train_00003696_color.png,ade20k/ADE_train_00003696_object.png,ade20k/ADE_train_00003696_part_1.png,,83,
ade20k/ADE_train_00001955.jpg,train,224,224,112,112,ade20k/ADE_train_00001955_color.png,ade20k/ADE_train_00001955_object.png,,,428,
pascal/2008_002251.jpg,train,224,224,112,112,pascal/2008_002251_color.png,pascal/2008_002251_object.png,pascal/2008_002251_part.png,,,
pascal/2008_006816.jpg,train,224,224,112,112,pascal/2008_006816_color.png,pascal/2008_006816_object.png,pascal/2008_006816_part.png,,,
pascal/2009_005084.jpg,train,224,224,112,112,pascal/2009_005084_color.png,pascal/2009_005084_object.png,pascal/2009_005084_part.png,,,
opensurfaces/83337.jpg,train,224,224,112,112,opensurfaces/83337_color.png,,,opensurfaces/83337_material.png,,
opensurfaces/61096.jpg,train,224,224,112,112,opensurfaces/61096_color.png,,,opensurfaces/61096_material.png,,
dtd/meshed_0033.jpg,train,224,224,112,112,dtd/meshed_0033_color.png,,,,,337
ade20k/ADE_train_00017219.jpg,train,224,224,112,112,ade20k/ADE_train_00017219_color.png,ade20k/ADE_train_00017219_object.png,ade20k/ADE_train_00017219_part_1.png,,59,
opensurfaces/98840.jpg,train,224,224,112,112,opensurfaces/98840_color.png,,,opensurfaces/98840_material.png,,
opensurfaces/102427.jpg,train,224,224,112,112,opensurfaces/102427_color.png,,,opensurfaces/102427_material.png,,
opensurfaces/20139.jpg,train,224,224,112,112,opensurfaces/20139_color.png,,,opensurfaces/20139_material.png,,
ade20k/ADE_train_00003348.jpg,train,224,224,112,112,ade20k/ADE_train_00003348_color.png,ade20k/ADE_train_00003348_object.png,ade20k/ADE_train_00003348_part_1.png,,83,
ade20k/ADE_train_00005030.jpg,train,224,224,112,112,ade20k/ADE_train_00005030_color.png,ade20k/ADE_train_00005030_object.png,,,897,
ade20k/ADE_train_00012680.jpg,train,224,224,112,112,ade20k/ADE_train_00012680_color.png,ade20k/ADE_train_00012680_object.png,,,,
ade20k/ADE_train_00007775.jpg,train,224,224,112,112,ade20k/ADE_train_00007775_color.png,ade20k/ADE_train_00007775_object.png,,,532,
opensurfaces/57586.jpg,train,224,224,112,112,opensurfaces/57586_color.png,,,opensurfaces/57586_material.png,,
ade20k/ADE_train_00002038.jpg,train,224,224,112,112,ade20k/ADE_train_00002038_color.png,ade20k/ADE_train_00002038_object.png,,,0,
ade20k/ADE_train_00004963.jpg,train,224,224,112,112,ade20k/ADE_train_00004963_color.png,ade20k/ADE_train_00004963_object.png,ade20k/ADE_train_00004963_part_1.png;ade20k/ADE_train_00004963_part_2.png,,1117,
dtd/paisley_0052.jpg,train,224,224,112,112,dtd/paisley_0052_color.png,,,,,374
ade20k/ADE_train_00011293.jpg,train,224,224,112,112,ade20k/ADE_train_00011293_color.png,ade20k/ADE_train_00011293_object.png,ade20k/ADE_train_00011293_part_1.png;ade20k/ADE_train_00011293_part_2.png,,126,
pascal/2009_004856.jpg,train,224,224,112,112,pascal/2009_004856_color.png,pascal/2009_004856_object.png,pascal/2009_004856_part.png,,,
pascal/2010_004646.jpg,train,224,224,112,112,pascal/2010_004646_color.png,pascal/2010_004646_object.png,pascal/2010_004646_part.png,,,
pascal/2009_005172.jpg,train,224,224,112,112,pascal/2009_005172_color.png,pascal/2009_005172_object.png,pascal/2009_005172_part.png,,,
opensurfaces/19219.jpg,train,224,224,112,112,opensurfaces/19219_color.png,,,opensurfaces/19219_material.png,,
pascal/2008_000981.jpg,train,224,224,112,112,pascal/2008_000981_color.png,pascal/2008_000981_object.png,pascal/2008_000981_part.png,,,
ade20k/ADE_val_00000817.jpg,train,224,224,112,112,ade20k/ADE_val_00000817_color.png,ade20k/ADE_val_00000817_object.png,ade20k/ADE_val_00000817_part_1.png,,59,
ade20k/ADE_train_00011144.jpg,train,224,224,112,112,ade20k/ADE_train_00011144_color.png,ade20k/ADE_train_00011144_object.png,,,126,
ade20k/ADE_train_00002541.jpg,train,224,224,112,112,ade20k/ADE_train_00002541_color.png,ade20k/ADE_train_00002541_object.png,ade20k/ADE_train_00002541_part_1.png,,130,
ade20k/ADE_train_00019898.jpg,train,224,224,112,112,ade20k/ADE_train_00019898_color.png,ade20k/ADE_train_00019898_object.png,ade20k/ADE_train_00019898_part_1.png,,745,
ade20k/ADE_train_00016101.jpg,train,224,224,112,112,ade20k/ADE_train_00016101_color.png,ade20k/ADE_train_00016101_object.png,,,766,
ade20k/ADE_train_00014609.jpg,train,224,224,112,112,ade20k/ADE_train_00014609_color.png,ade20k/ADE_train_00014609_object.png,,,,
dtd/fibrous_0122.jpg,train,224,224,112,112,dtd/fibrous_0122_color.png,,,,,328
opensurfaces/60489.jpg,train,224,224,112,112,opensurfaces/60489_color.png,,,opensurfaces/60489_material.png,,
opensurfaces/22675.jpg,train,224,224,112,112,opensurfaces/22675_color.png,,,opensurfaces/22675_material.png,,
dtd/sprinkled_0140.jpg,train,224,224,112,112,dtd/sprinkled_0140_color.png,,,,,341
opensurfaces/67695.jpg,train,224,224,112,112,opensurfaces/67695_color.png,,,opensurfaces/67695_material.png,,
pascal/2009_004701.jpg,train,224,224,112,112,pascal/2009_004701_color.png,pascal/2009_004701_object.png,pascal/2009_004701_part.png,,,
ade20k/ADE_train_00000783.jpg,train,224,224,112,112,ade20k/ADE_train_00000783_color.png,ade20k/ADE_train_00000783_object.png,ade20k/ADE_train_00000783_part_1.png;ade20k/ADE_train_00000783_part_2.png,,126,
ade20k/ADE_train_00008307.jpg,train,224,224,112,112,ade20k/ADE_train_00008307_color.png,ade20k/ADE_train_00008307_object.png,ade20k/ADE_train_00008307_part_1.png;ade20k/ADE_train_00008307_part_2.png,,616,
ade20k/ADE_train_00015418.jpg,train,224,224,112,112,ade20k/ADE_train_00015418_color.png,ade20k/ADE_train_00015418_object.png,ade20k/ADE_train_00015418_part_1.png;ade20k/ADE_train_00015418_part_2.png,,574,
opensurfaces/91075.jpg,train,224,224,112,112,opensurfaces/91075_color.png,,,opensurfaces/91075_material.png,,
ade20k/ADE_train_00015237.jpg,train,224,224,112,112,ade20k/ADE_train_00015237_color.png,ade20k/ADE_train_00015237_object.png,,,482,
ade20k/ADE_train_00001419.jpg,train,224,224,112,112,ade20k/ADE_train_00001419_color.png,ade20k/ADE_train_00001419_object.png,ade20k/ADE_train_00001419_part_1.png,,467,
pascal/2008_004188.jpg,train,224,224,112,112,pascal/2008_004188_color.png,pascal/2008_004188_object.png,pascal/2008_004188_part.png,,,
pascal/2008_008269.jpg,train,224,224,112,112,pascal/2008_008269_color.png,pascal/2008_008269_object.png,pascal/2008_008269_part.png,,,
opensurfaces/65648.jpg,train,224,224,112,112,opensurfaces/65648_color.png,,,opensurfaces/65648_material.png,,
dtd/veined_0151.jpg,train,224,224,112,112,dtd/veined_0151_color.png,,,,,331
ade20k/ADE_train_00006388.jpg,train,224,224,112,112,ade20k/ADE_train_00006388_color.png,ade20k/ADE_train_00006388_object.png,ade20k/ADE_train_00006388_part_1.png,,709,
dtd/lined_0105.jpg,train,224,224,112,112,dtd/lined_0105_color.png,,,,,290;372
pascal/2008_005359.jpg,train,224,224,112,112,pascal/2008_005359_color.png,pascal/2008_005359_object.png,pascal/2008_005359_part.png,,,
dtd/meshed_0172.jpg,train,224,224,112,112,dtd/meshed_0172_color.png,,,,,337
opensurfaces/103647.jpg,train,224,224,112,112,opensurfaces/103647_color.png,,,opensurfaces/103647_material.png,,
opensurfaces/82698.jpg,train,224,224,112,112,opensurfaces/82698_color.png,,,opensurfaces/82698_material.png,,
ade20k/ADE_val_00001807.jpg,train,224,224,112,112,ade20k/ADE_val_00001807_color.png,ade20k/ADE_val_00001807_object.png,ade20k/ADE_val_00001807_part_1.png;ade20k/ADE_val_00001807_part_2.png,,59,
opensurfaces/16963.jpg,train,224,224,112,112,opensurfaces/16963_color.png,,,opensurfaces/16963_material.png,,
opensurfaces/69486.jpg,train,224,224,112,112,opensurfaces/69486_color.png,,,opensurfaces/69486_material.png,,
ade20k/ADE_train_00002230.jpg,train,224,224,112,112,ade20k/ADE_train_00002230_color.png,ade20k/ADE_train_00002230_object.png,,,592,
ade20k/ADE_train_00019850.jpg,train,224,224,112,112,ade20k/ADE_train_00019850_color.png,ade20k/ADE_train_00019850_object.png,,,0,
dtd/cobwebbed_0139.jpg,train,224,224,112,112,dtd/cobwebbed_0139_color.png,,,,,390
ade20k/ADE_train_00018036.jpg,train,224,224,112,112,ade20k/ADE_train_00018036_color.png,ade20k/ADE_train_00018036_object.png,ade20k/ADE_train_00018036_part_1.png;ade20k/ADE_train_00018036_part_2.png,,59,
pascal/2008_005080.jpg,train,224,224,112,112,pascal/2008_005080_color.png,pascal/2008_005080_object.png,pascal/2008_005080_part.png,,,
ade20k/ADE_train_00006820.jpg,train,224,224,112,112,ade20k/ADE_train_00006820_color.png,ade20k/ADE_train_00006820_object.png,,,768,
ade20k/ADE_train_00005844.jpg,train,224,224,112,112,ade20k/ADE_train_00005844_color.png,ade20k/ADE_train_00005844_object.png,,,440,
pascal/2008_001074.jpg,train,224,224,112,112,pascal/2008_001074_color.png,pascal/2008_001074_object.png,pascal/2008_001074_part.png,,,
ade20k/ADE_train_00001078.jpg,train,224,224,112,112,ade20k/ADE_train_00001078_color.png,ade20k/ADE_train_00001078_object.png,,,878,
pascal/2010_005527.jpg,train,224,224,112,112,pascal/2010_005527_color.png,pascal/2010_005527_object.png,pascal/2010_005527_part.png,,,
ade20k/ADE_train_00003516.jpg,train,224,224,112,112,ade20k/ADE_train_00003516_color.png,ade20k/ADE_train_00003516_object.png,ade20k/ADE_train_00003516_part_1.png;ade20k/ADE_train_00003516_part_2.png,,83,
opensurfaces/99396.jpg,train,224,224,112,112,opensurfaces/99396_color.png,,,opensurfaces/99396_material.png,,
opensurfaces/61728.jpg,train,224,224,112,112,opensurfaces/61728_color.png,,,opensurfaces/61728_material.png,,
ade20k/ADE_train_00016551.jpg,train,224,224,112,112,ade20k/ADE_train_00016551_color.png,ade20k/ADE_train_00016551_object.png,,,223,
pascal/2008_004307.jpg,train,224,224,112,112,pascal/2008_004307_color.png,pascal/2008_004307_object.png,pascal/2008_004307_part.png,,,
dtd/fibrous_0153.jpg,train,224,224,112,112,dtd/fibrous_0153_color.png,,,,,328;362
opensurfaces/70866.jpg,train,224,224,112,112,opensurfaces/70866_color.png,,,opensurfaces/70866_material.png,,
ade20k/ADE_train_00001250.jpg,train,224,224,112,112,ade20k/ADE_train_00001250_color.png,ade20k/ADE_train_00001250_object.png,ade20k/ADE_train_00001250_part_1.png,,444,
ade20k/ADE_train_00005650.jpg,train,224,224,112,112,ade20k/ADE_train_00005650_color.png,ade20k/ADE_train_00005650_object.png,,,1129,
opensurfaces/109417.jpg,train,224,224,112,112,opensurfaces/109417_color.png,,,opensurfaces/109417_material.png,,
pascal/2009_004183.jpg,train,224,224,112,112,pascal/2009_004183_color.png,pascal/2009_004183_object.png,pascal/2009_004183_part.png,,,
pascal/2009_004626.jpg,train,224,224,112,112,pascal/2009_004626_color.png,pascal/2009_004626_object.png,pascal/2009_004626_part.png,,,
opensurfaces/111086.jpg,train,224,224,112,112,opensurfaces/111086_color.png,,,opensurfaces/111086_material.png,,
opensurfaces/91866.jpg,train,224,224,112,112,opensurfaces/91866_color.png,,,opensurfaces/91866_material.png,,
pascal/2008_005209.jpg,train,224,224,112,112,pascal/2008_005209_color.png,pascal/2008_005209_object.png,pascal/2008_005209_part.png,,,
pascal/2008_005501.jpg,train,224,224,112,112,pascal/2008_005501_color.png,pascal/2008_005501_object.png,pascal/2008_005501_part.png,,,
ade20k/ADE_train_00013896.jpg,train,224,224,112,112,ade20k/ADE_train_00013896_color.png,ade20k/ADE_train_00013896_object.png,ade20k/ADE_train_00013896_part_1.png,,489,
opensurfaces/25069.jpg,train,224,224,112,112,opensurfaces/25069_color.png,,,opensurfaces/25069_material.png,,
opensurfaces/109904.jpg,train,224,224,112,112,opensurfaces/109904_color.png,,,opensurfaces/109904_material.png,,
pascal/2008_007869.jpg,train,224,224,112,112,pascal/2008_007869_color.png,pascal/2008_007869_object.png,pascal/2008_007869_part.png,,,
ade20k/ADE_train_00004554.jpg,train,224,224,112,112,ade20k/ADE_train_00004554_color.png,ade20k/ADE_train_00004554_object.png,,,533,
opensurfaces/117092.jpg,train,224,224,112,112,opensurfaces/117092_color.png,,,opensurfaces/117092_material.png,,
ade20k/ADE_train_00016884.jpg,train,224,224,112,112,ade20k/ADE_train_00016884_color.png,ade20k/ADE_train_00016884_object.png,ade20k/ADE_train_00016884_part_1.png;ade20k/ADE_train_00016884_part_2.png,,59,
opensurfaces/103281.jpg,train,224,224,112,112,opensurfaces/103281_color.png,,,opensurfaces/103281_material.png,,
ade20k/ADE_train_00018263.jpg,train,224,224,112,112,ade20k/ADE_train_00018263_color.png,ade20k/ADE_train_00018263_object.png,ade20k/ADE_train_00018263_part_1.png,,59,
opensurfaces/81040.jpg,train,224,224,112,112,opensurfaces/81040_color.png,,,opensurfaces/81040_material.png,,
opensurfaces/8924.jpg,train,224,224,112,112,opensurfaces/8924_color.png,,,opensurfaces/8924_material.png,,
dtd/lined_0122.jpg,train,224,224,112,112,dtd/lined_0122_color.png,,,,,372
opensurfaces/8979.jpg,train,224,224,112,112,opensurfaces/8979_color.png,,,opensurfaces/8979_material.png,,
opensurfaces/97296.jpg,train,224,224,112,112,opensurfaces/97296_color.png,,,opensurfaces/97296_material.png,,
ade20k/ADE_train_00010845.jpg,train,224,224,112,112,ade20k/ADE_train_00010845_color.png,ade20k/ADE_train_00010845_object.png,,,562,
ade20k/ADE_train_00004077.jpg,train,224,224,112,112,ade20k/ADE_train_00004077_color.png,ade20k/ADE_train_00004077_object.png,ade20k/ADE_train_00004077_part_1.png,,83,
opensurfaces/23590.jpg,train,224,224,112,112,opensurfaces/23590_color.png,,,opensurfaces/23590_material.png,,
opensurfaces/5617.jpg,train,224,224,112,112,opensurfaces/5617_color.png,,,opensurfaces/5617_material.png,,
pascal/2010_001204.jpg,train,224,224,112,112,pascal/2010_001204_color.png,pascal/2010_001204_object.png,pascal/2010_001204_part.png,,,
ade20k/ADE_train_00016058.jpg,train,224,224,112,112,ade20k/ADE_train_00016058_color.png,ade20k/ADE_train_00016058_object.png,,,947,
dtd/bumpy_0193.jpg,train,224,224,112,112,dtd/bumpy_0193_color.png,,,,,308
opensurfaces/90501.jpg,train,224,224,112,112,opensurfaces/90501_color.png,,,opensurfaces/90501_material.png,,
opensurfaces/68570.jpg,train,224,224,112,112,opensurfaces/68570_color.png,,,opensurfaces/68570_material.png,,
ade20k/ADE_train_00014131.jpg,train,224,224,112,112,ade20k/ADE_train_00014131_color.png,ade20k/ADE_train_00014131_object.png,ade20k/ADE_train_00014131_part_1.png,,672,
opensurfaces/7318.jpg,train,224,224,112,112,opensurfaces/7318_color.png,,,opensurfaces/7318_material.png,,
opensurfaces/102817.jpg,train,224,224,112,112,opensurfaces/102817_color.png,,,opensurfaces/102817_material.png,,
opensurfaces/104978.jpg,train,224,224,112,112,opensurfaces/104978_color.png,,,opensurfaces/104978_material.png,,
pascal/2008_008635.jpg,train,224,224,112,112,pascal/2008_008635_color.png,pascal/2008_008635_object.png,pascal/2008_008635_part.png,,,
opensurfaces/26672.jpg,train,224,224,112,112,opensurfaces/26672_color.png,,,opensurfaces/26672_material.png,,
ade20k/ADE_train_00000051.jpg,train,224,224,112,112,ade20k/ADE_train_00000051_color.png,ade20k/ADE_train_00000051_object.png,,,130,
ade20k/ADE_val_00001256.jpg,train,224,224,112,112,ade20k/ADE_val_00001256_color.png,ade20k/ADE_val_00001256_object.png,ade20k/ADE_val_00001256_part_1.png;ade20k/ADE_val_00001256_part_2.png;ade20k/ADE_val_00001256_part_3.png,,456,
dtd/gauzy_0153.jpg,train,224,224,112,112,dtd/gauzy_0153_color.png,,,,,353
opensurfaces/104893.jpg,train,224,224,112,112,opensurfaces/104893_color.png,,,opensurfaces/104893_material.png,,
ade20k/ADE_train_00019478.jpg,train,224,224,112,112,ade20k/ADE_train_00019478_color.png,ade20k/ADE_train_00019478_object.png,,,913,
ade20k/ADE_train_00011532.jpg,train,224,224,112,112,ade20k/ADE_train_00011532_color.png,ade20k/ADE_train_00011532_object.png,,,491,
opensurfaces/93075.jpg,train,224,224,112,112,opensurfaces/93075_color.png,,,opensurfaces/93075_material.png,,
opensurfaces/80955.jpg,train,224,224,112,112,opensurfaces/80955_color.png,,,opensurfaces/80955_material.png,,
opensurfaces/82742.jpg,train,224,224,112,112,opensurfaces/82742_color.png,,,opensurfaces/82742_material.png,,
pascal/2009_004298.jpg,train,224,224,112,112,pascal/2009_004298_color.png,pascal/2009_004298_object.png,pascal/2009_004298_part.png,,,
opensurfaces/15083.jpg,train,224,224,112,112,opensurfaces/15083_color.png,,,opensurfaces/15083_material.png,,
ade20k/ADE_train_00013538.jpg,train,224,224,112,112,ade20k/ADE_train_00013538_color.png,ade20k/ADE_train_00013538_object.png,,,,
ade20k/ADE_train_00016229.jpg,train,224,224,112,112,ade20k/ADE_train_00016229_color.png,ade20k/ADE_train_00016229_object.png,ade20k/ADE_train_00016229_part_1.png,,555,
ade20k/ADE_train_00016033.jpg,train,224,224,112,112,ade20k/ADE_train_00016033_color.png,ade20k/ADE_train_00016033_object.png,,,875,
opensurfaces/94644.jpg,train,224,224,112,112,opensurfaces/94644_color.png,,,opensurfaces/94644_material.png,,
opensurfaces/58951.jpg,train,224,224,112,112,opensurfaces/58951_color.png,,,opensurfaces/58951_material.png,,
pascal/2008_001697.jpg,train,224,224,112,112,pascal/2008_001697_color.png,pascal/2008_001697_object.png,pascal/2008_001697_part.png,,,
opensurfaces/87637.jpg,train,224,224,112,112,opensurfaces/87637_color.png,,,opensurfaces/87637_material.png,,
ade20k/ADE_train_00015273.jpg,train,224,224,112,112,ade20k/ADE_train_00015273_color.png,ade20k/ADE_train_00015273_object.png,ade20k/ADE_train_00015273_part_1.png,,482,
pascal/2008_002542.jpg,train,224,224,112,112,pascal/2008_002542_color.png,pascal/2008_002542_object.png,pascal/2008_002542_part.png,,,
ade20k/ADE_train_00007385.jpg,train,224,224,112,112,ade20k/ADE_train_00007385_color.png,ade20k/ADE_train_00007385_object.png,ade20k/ADE_train_00007385_part_1.png,,484,
ade20k/ADE_train_00018934.jpg,train,224,224,112,112,ade20k/ADE_train_00018934_color.png,ade20k/ADE_train_00018934_object.png,ade20k/ADE_train_00018934_part_1.png;ade20k/ADE_train_00018934_part_2.png,,639,
ade20k/ADE_train_00001993.jpg,train,224,224,112,112,ade20k/ADE_train_00001993_color.png,ade20k/ADE_train_00001993_object.png,,,583,
